Student_ID,Attendance_%,CGPA,Backlogs,ExtraCurricular_Score,Stress_Level_1_10,Study_Hours_per_Day,Family_Support_1_10,Personality_Score_1_10,Mentorship_Visits,Peer_Support_Index_1_10,Dropout
S0329,72.7,8.59,3,3.9,2.3,3.1,5.5,9.4,4,6.8,0
S0330,80.4,6.38,2,9.0,2.3,2.2,4.3,7.4,2,4.5,0
S0331,73.3,7.96,2,4.4,7.3,3.0,7.1,2.7,1,5.6,0
S0332,97.4,7.35,4,2.5,6.5,2.4,3.5,4.9,2,7.5,0
S0333,68.8,6.52,0,4.9,10.0,2.0,7.4,10.0,3,5.0,0
S0334,74.3,7.78,1,5.8,9.1,2.8,1.0,3.3,3,5.1,0
S0335,73.8,5.15,0,6.2,6.6,2.4,7.1,4.0,1,6.3,0
S0336,71.6,7.69,0,3.8,6.5,1.3,5.8,4.6,1,6.1,0
S0337,76.7,7.94,3,2.9,6.8,3.0,6.3,7.9,3,5.4,1
S0338,81.5,7.33,0,2.2,4.3,1.4,9.5,3.3,1,6.4,1
S0339,91.1,8.57,0,8.1,8.9,1.9,5.3,3.7,0,6.4,0
S0340,56.2,6.92,1,3.6,6.5,4.0,3.9,6.6,3,9.7,0
S0341,68.9,6.82,1,4.2,8.8,2.0,6.8,5.3,2,4.0,1
S0342,69.6,7.43,1,7.9,1.0,2.8,4.8,9.0,2,7.0,0
S0343,86.3,8.04,3,4.7,2.9,2.9,4.3,5.6,1,4.3,0
S0344,70.7,7.68,1,6.5,3.7,3.1,4.8,4.6,0,6.6,0
S0345,52.3,6.73,3,4.6,1.9,2.1,2.5,5.8,1,2.7,1
S0346,76.1,5.81,1,4.5,7.8,2.1,5.7,4.5,2,6.7,1
S0347,74.6,7.8,3,7.3,3.7,3.7,3.9,6.1,5,3.7,1
S0348,77.2,6.05,2,4.3,5.1,1.4,6.0,8.4,4,5.9,1
S0349,62.5,6.02,1,9.3,6.3,2.8,3.5,6.0,3,6.9,1
S0350,95.6,6.21,2,5.1,4.7,2.7,6.3,4.2,1,8.5,0
S0351,71.1,7.07,1,1.0,4.5,1.6,3.5,5.2,3,3.7,0
S0352,72.7,6.04,1,4.5,8.9,1.0,5.7,4.0,1,5.0,0
S0353,64.2,5.64,1,4.8,6.3,1.6,2.9,7.3,1,9.5,1
S0354,63.8,6.21,0,9.6,7.1,3.8,4.6,7.0,0,6.5,0
S0355,60.3,6.78,2,2.8,5.1,3.0,5.4,5.7,1,7.1,1
S0356,70.3,7.55,0,3.8,6.3,4.2,9.9,4.7,2,10.0,0
S0357,63.5,7.08,1,5.9,6.9,2.3,5.4,6.0,2,5.1,0
S0358,99.7,5.7,2,3.7,2.7,1.5,4.5,4.2,0,7.6,1
S0359,52.3,7.27,2,6.0,2.1,1.4,5.1,8.4,1,7.6,0
S0360,61.5,7.39,0,6.1,5.8,2.1,6.4,8.9,2,7.3,0
S0361,70.2,6.45,1,7.2,5.9,1.2,4.4,7.4,1,3.9,1
S0362,83.1,6.04,1,8.0,5.2,1.9,5.1,4.4,0,8.7,0
S0363,70.0,6.04,0,8.5,4.7,2.6,5.5,3.7,2,7.5,1
S0364,83.1,6.36,1,2.7,5.1,3.0,7.4,6.7,2,6.4,1
S0365,63.2,9.66,3,5.4,7.5,5.2,1.5,3.4,2,5.3,0
S0366,75.7,5.93,2,3.0,6.2,2.2,5.2,9.7,0,8.9,1
S0367,95.9,7.32,0,4.7,6.9,2.2,5.6,4.8,4,6.2,0
S0368,63.4,6.14,0,10.0,3.5,1.8,6.3,3.8,1,5.7,0
S0369,80.0,6.39,0,4.0,6.9,3.6,5.0,4.7,4,6.9,1
S0370,77.5,6.15,1,7.4,4.7,2.1,9.6,6.8,0,8.2,0
S0371,48.0,7.96,1,3.6,6.4,2.7,7.2,7.6,0,6.8,1
S0372,67.9,7.45,3,4.4,2.5,0.9,5.1,7.5,2,5.9,0
S0373,88.6,6.84,3,2.9,2.7,1.4,3.8,4.4,3,5.9,1
S0374,76.6,7.6,1,2.1,7.1,0.9,6.3,6.3,2,7.9,0
S0375,60.5,7.89,3,5.4,5.4,2.4,7.3,8.4,3,2.9,1
S0376,83.3,5.98,0,4.2,9.0,2.3,6.0,8.8,3,5.4,1
S0377,69.3,7.66,1,4.5,6.8,1.0,6.1,8.7,2,7.4,1
S0378,79.3,6.14,0,4.3,3.7,3.6,9.7,6.2,2,3.8,0
S0379,79.5,8.01,3,5.9,7.1,1.0,7.1,7.0,0,3.6,0
S0380,61.6,7.89,1,2.9,5.7,4.3,3.6,4.5,1,8.9,1
S0381,84.5,7.48,1,8.0,7.1,4.0,5.9,8.0,2,5.5,0
S0382,62.9,6.75,1,5.4,5.3,2.2,10.0,8.3,0,8.2,0
S0383,59.3,6.37,2,5.2,4.5,1.7,5.1,6.6,1,2.7,1
S0384,64.4,6.68,1,8.7,6.4,2.9,5.8,7.8,2,10.0,0
S0385,70.8,7.92,2,6.2,8.7,2.7,3.4,8.1,3,3.1,1
S0386,76.3,6.18,0,7.8,6.5,0.5,6.2,7.0,1,5.2,0
S0387,65.7,7.06,0,6.5,5.1,1.0,5.5,5.3,2,9.3,1
S0388,83.9,4.9,0,8.2,7.2,3.9,3.8,5.3,2,7.9,0
S0389,78.0,7.31,1,2.9,5.3,2.3,3.1,6.5,3,8.0,0
S0390,66.7,5.76,3,7.4,6.0,1.8,7.6,8.6,0,5.7,1
S0391,85.7,5.42,3,6.2,3.7,3.5,1.0,4.2,3,5.1,0
S0392,88.9,7.62,0,5.0,9.5,2.7,6.5,5.3,0,4.9,0
S0393,73.8,7.25,2,2.1,5.9,1.2,6.6,6.2,2,9.5,0
S0394,72.4,6.47,1,5.7,6.2,2.1,9.2,5.8,1,7.7,1
S0395,53.7,6.64,0,1.8,8.6,2.3,5.3,5.6,0,3.5,1
S0396,70.1,9.73,4,5.6,4.6,3.6,5.5,5.4,0,4.1,1
S0397,71.5,6.77,0,6.3,4.4,2.4,4.3,8.5,1,6.9,1
S0398,77.9,6.76,1,6.6,5.8,3.2,6.5,7.2,2,5.5,1
S0399,73.0,7.78,1,2.4,6.6,2.7,6.9,8.3,4,8.1,0
S0400,77.9,7.1,1,2.6,7.5,1.6,8.5,6.6,0,3.6,1
S0401,93.4,8.18,1,2.9,1.0,3.1,7.9,9.6,4,5.0,0
S0402,68.6,7.33,2,5.1,3.1,3.2,9.1,7.2,0,6.3,0
S0403,69.1,7.91,1,8.0,4.7,3.4,9.3,5.0,1,5.2,1
S0404,59.3,7.53,1,5.4,3.0,2.5,7.0,4.0,2,5.4,1
S0405,74.9,7.77,0,6.4,1.5,1.4,5.4,4.1,1,7.5,0
S0406,86.7,6.95,1,6.1,3.6,1.5,2.4,6.0,6,5.8,1
S0407,54.0,7.27,1,2.7,1.0,1.7,5.5,7.0,1,5.6,0
S0408,67.0,6.67,1,7.0,6.5,2.7,3.8,6.9,2,5.4,0
S0409,75.4,7.73,1,5.8,5.2,2.5,6.8,5.9,7,10.0,0
S0410,85.2,5.38,1,7.2,6.1,2.6,5.3,3.9,0,6.4,0
S0411,79.6,7.87,2,3.5,3.8,1.9,5.3,5.1,2,4.9,1
S0412,78.9,8.2,0,2.3,5.3,1.1,3.0,7.6,2,7.7,1
S0413,72.3,7.89,1,4.0,7.1,1.7,8.3,4.9,2,9.5,1
S0414,80.8,6.88,0,5.0,6.1,3.6,5.8,4.7,1,6.2,1
S0415,87.2,7.61,2,4.5,8.6,2.8,7.7,6.5,2,6.5,1
S0416,54.5,6.07,3,7.0,7.4,1.5,10.0,3.0,2,5.6,1
S0417,83.7,8.0,0,2.6,1.0,1.7,7.5,10.0,0,6.7,0
S0418,73.8,5.68,1,4.0,7.0,1.6,4.6,5.5,1,6.3,0
S0419,68.6,7.71,1,1.8,7.5,2.8,6.0,5.9,4,7.6,0
S0420,45.7,7.64,1,4.8,6.5,1.6,8.6,4.2,0,8.2,0
S0421,58.4,7.49,1,3.0,4.9,2.6,6.3,4.8,1,4.2,1
S0422,95.4,6.46,0,4.2,6.3,2.1,7.2,7.8,2,2.8,0
S0423,66.7,7.91,1,5.2,4.8,1.8,5.9,7.2,3,5.1,1
S0424,62.0,4.8,2,3.7,6.1,3.7,5.8,3.6,4,3.8,1
S0425,69.5,7.93,0,5.7,6.6,0.7,6.1,7.5,1,6.1,0
S0426,66.1,7.23,2,5.5,5.9,1.6,7.5,4.1,2,5.7,0
S0427,76.5,8.26,0,3.9,2.1,1.7,7.1,2.8,2,3.9,0
S0428,93.2,7.24,2,4.6,7.6,2.8,4.7,4.5,1,8.1,0
S0429,68.0,9.21,1,5.6,5.1,2.2,7.0,9.8,0,7.6,0
S0430,76.9,5.87,0,3.8,7.6,1.8,4.0,6.3,0,6.5,1
S0431,61.2,7.73,2,7.4,5.8,3.8,4.6,7.9,3,3.3,1
S0432,93.2,5.94,0,1.4,8.0,2.6,7.7,6.2,1,6.1,1
S0433,77.3,6.85,0,4.6,4.6,4.1,4.1,6.4,2,6.3,1
S0434,62.0,7.89,1,7.2,4.3,1.5,9.2,6.2,6,4.0,0
S0435,85.9,7.75,2,7.1,5.5,2.2,6.3,8.1,3,9.6,0
S0436,89.4,9.5,3,5.5,6.9,3.4,6.5,4.6,2,7.2,0
S0437,76.9,6.58,0,2.6,4.7,2.4,4.3,6.1,2,6.2,0
S0438,55.3,8.54,2,7.8,5.4,2.1,3.0,6.4,1,5.9,0
S0439,96.4,6.69,1,5.2,6.1,3.2,8.4,6.7,0,6.6,0
S0440,78.7,6.16,1,6.3,7.1,2.5,5.2,7.7,3,2.8,0
S0441,89.0,5.05,2,2.4,3.7,2.4,6.2,4.1,2,4.5,1
S0442,68.4,7.2,1,1.3,7.6,3.3,7.3,6.8,1,5.9,1
S0443,70.2,6.37,5,3.1,4.0,2.4,8.0,8.2,4,5.0,1
S0444,76.3,8.02,0,7.3,6.1,2.6,6.0,7.9,3,4.1,0
S0445,88.4,6.37,0,6.9,6.9,2.6,4.3,2.3,3,6.4,0
S0446,76.7,6.43,0,3.5,4.6,1.2,6.3,4.8,1,6.4,0
S0447,59.9,7.43,1,6.3,3.2,1.5,2.8,6.9,4,5.5,0
S0448,78.1,9.07,2,2.6,4.5,2.6,6.9,7.9,0,7.2,0
S0449,94.6,5.69,1,4.0,6.8,1.7,7.1,5.0,4,7.4,0
S0450,75.8,8.22,2,7.2,3.1,5.9,6.5,5.0,1,6.1,0
S0451,76.6,8.05,1,4.7,3.7,2.0,4.9,7.2,0,10.0,0
S0452,59.8,6.73,1,4.1,5.9,2.6,3.7,2.5,1,6.2,1
S0453,58.2,7.81,0,3.7,4.7,3.6,10.0,1.0,1,8.0,0
S0454,67.3,6.66,1,8.8,3.7,2.1,7.0,6.8,1,10.0,0
S0455,71.1,9.85,1,5.1,4.6,2.6,7.4,6.1,1,6.5,0
S0456,76.2,6.87,5,6.6,9.0,2.3,5.6,5.0,2,6.4,1
S0457,77.0,7.1,1,5.1,6.4,3.7,5.3,5.9,0,6.7,1
S0458,94.2,6.61,0,5.3,5.2,1.5,3.7,5.3,2,5.5,0
S0459,75.7,4.97,0,6.0,7.5,3.0,8.2,4.7,4,3.2,1
S0460,87.8,6.68,0,7.2,4.3,2.2,7.4,4.0,2,7.1,0
S0461,74.5,7.28,3,10.0,5.8,3.2,5.1,3.8,0,5.6,1
S0462,92.4,8.8,1,5.3,1.0,2.1,9.6,9.3,3,7.4,0
S0463,52.6,7.59,2,5.5,5.7,2.6,6.2,9.1,2,5.6,1
S0464,67.8,6.77,2,7.5,6.3,0.5,7.1,7.2,3,9.8,1
S0465,86.8,7.07,1,4.6,3.1,2.1,8.8,6.7,1,8.4,0
S0466,72.9,7.39,1,5.9,3.7,1.7,5.3,9.5,1,6.5,1
S0467,86.2,6.55,1,2.9,10.0,3.6,4.4,4.9,2,4.3,0
S0468,79.6,7.82,1,0.1,5.3,2.1,2.9,6.5,3,5.8,0
S0469,86.4,8.95,2,7.3,3.4,3.1,6.9,6.5,2,7.3,0
S0470,82.4,6.56,0,6.3,5.9,2.0,7.4,4.2,3,6.0,0
S0471,83.1,8.45,0,6.8,9.0,3.2,5.9,6.0,2,6.0,0
S0472,92.9,8.05,1,5.6,3.8,3.0,7.6,2.8,1,5.3,0
S0473,86.8,7.64,1,4.5,2.7,3.0,4.7,6.4,4,8.3,0
S0474,86.9,7.13,1,5.4,8.1,3.1,7.2,4.6,2,5.1,0
S0475,75.2,7.41,0,6.7,3.2,2.4,6.6,7.6,2,7.7,0
S0476,68.0,6.74,2,5.0,5.8,1.3,6.8,8.1,0,5.7,0
S0477,67.1,9.2,0,5.8,5.1,1.9,2.2,2.7,2,4.7,0
S0478,84.0,6.14,1,3.1,5.0,3.1,8.4,3.8,0,2.6,0
S0479,45.7,8.36,1,5.7,7.5,3.0,3.7,4.2,1,4.0,0
S0480,59.3,8.86,2,5.4,3.8,3.4,9.1,3.9,4,4.5,0
S0481,63.4,6.61,0,5.0,1.0,2.3,3.6,7.4,1,4.7,1
S0482,72.0,8.4,0,10.0,6.8,2.7,6.4,7.4,1,6.2,0
S0483,43.4,7.17,2,1.1,7.8,4.0,9.6,3.7,3,2.8,1
S0484,90.1,7.07,0,4.2,4.4,2.8,4.4,6.5,1,6.4,0
S0485,82.2,6.91,1,2.4,2.9,1.7,5.3,5.2,5,2.2,0
S0486,98.8,5.06,1,4.7,5.5,2.6,8.3,2.7,5,8.2,0
S0487,87.7,7.66,1,2.9,4.1,2.6,3.9,4.6,2,3.6,0
S0488,87.4,8.73,4,6.3,3.4,3.0,4.3,5.8,2,7.3,0
S0489,100.0,6.15,2,4.9,3.4,0.5,6.6,7.2,1,2.6,0
S0490,68.1,8.02,2,3.7,2.2,2.6,4.0,8.1,2,6.8,0
S0491,57.0,6.9,2,3.8,4.8,2.6,9.1,5.2,1,3.4,1
S0492,72.2,5.69,1,6.4,7.1,1.0,4.0,6.4,3,5.1,0
S0493,65.1,8.2,0,6.2,6.6,2.0,1.0,8.2,1,5.1,0
S0494,71.9,9.02,1,6.7,4.2,1.7,5.7,10.0,1,6.9,0
S0495,62.4,6.05,2,7.5,1.8,4.1,7.5,10.0,2,6.6,0
S0496,81.8,7.26,1,8.5,4.2,2.6,7.4,8.4,2,3.9,0
S0497,81.2,5.27,0,4.7,4.9,4.2,5.7,7.7,0,3.2,1
S0498,74.7,6.95,0,1.5,1.8,2.4,6.7,4.2,3,8.3,0
S0499,78.7,7.58,1,3.8,6.6,1.6,10.0,3.2,1,3.8,1
S0500,73.3,9.1,0,4.1,8.9,2.2,5.5,5.6,1,9.1,0
S0501,84.0,8.87,0,7.9,5.8,2.9,7.2,3.3,4,5.9,0
S0502,75.8,8.97,2,5.9,3.1,2.9,4.8,8.4,1,5.5,0
S0503,71.8,6.37,1,8.3,6.7,2.5,2.3,3.5,4,6.8,0
S0504,86.2,6.71,2,4.2,3.7,3.4,7.6,4.5,3,7.6,1
S0505,90.1,5.0,1,4.2,4.5,1.8,5.3,3.0,1,4.8,1
S0506,91.0,6.14,1,8.6,3.4,2.6,5.4,10.0,2,5.0,0
S0507,63.1,5.26,2,3.3,8.9,1.4,5.6,2.2,1,3.4,1
S0508,68.6,7.44,1,7.2,6.0,0.9,3.9,3.1,4,4.8,0
S0509,54.6,6.16,0,3.8,4.3,3.2,6.4,5.9,1,5.7,0
S0510,72.1,5.68,1,7.1,7.8,2.8,7.4,3.3,1,6.9,1
S0511,80.0,6.57,2,7.3,10.0,1.5,1.0,8.0,2,6.1,1
S0512,73.4,5.58,0,7.4,6.1,3.9,5.4,2.4,3,5.7,1
S0513,98.2,7.37,0,8.3,8.0,3.2,7.0,1.0,1,6.6,0
S0514,70.1,7.34,3,3.7,3.7,2.4,4.8,9.3,2,6.6,1
S0515,61.9,6.62,2,3.7,5.6,2.4,8.0,4.8,0,6.0,1
S0516,81.8,6.12,2,4.3,3.6,1.8,4.1,2.5,0,7.6,1
S0517,76.8,5.39,2,4.1,2.5,1.6,6.6,1.2,2,6.7,1
S0518,81.6,7.67,2,4.0,4.8,2.7,5.2,7.7,1,3.1,1
S0519,78.6,7.27,2,8.5,4.2,1.8,5.3,3.1,3,7.5,0
S0520,77.9,7.56,1,8.3,2.9,2.7,7.4,6.0,0,8.0,0
S0521,49.5,6.63,1,4.5,3.9,2.8,5.9,4.8,1,9.0,1
S0522,66.3,6.74,2,3.5,9.4,2.5,6.7,7.1,2,5.3,1
S0523,67.9,8.73,2,6.9,2.9,2.4,5.9,10.0,3,7.4,0
S0524,70.8,6.28,0,5.7,7.3,0.9,3.6,5.8,3,6.3,1
S0525,69.6,6.62,3,5.0,4.7,3.0,8.6,4.6,0,6.3,1
S0526,80.0,7.89,1,4.0,6.1,2.7,7.8,8.8,3,6.9,0
S0527,82.2,7.36,1,3.9,5.1,0.9,8.4,6.2,3,5.4,0
S0528,61.4,4.54,0,5.3,5.1,2.0,5.9,10.0,3,4.5,1
S0529,83.2,4.97,1,6.8,6.6,0.9,8.8,3.1,1,3.7,1
S0530,82.0,6.21,3,4.9,6.9,1.1,1.0,6.0,1,5.9,1
S0531,80.6,8.09,2,3.9,6.5,1.4,1.8,5.8,2,8.3,0
S0532,58.0,7.81,1,0.7,3.4,2.7,7.0,3.3,2,5.0,0
S0533,80.3,7.62,0,2.8,4.8,1.7,5.4,4.7,1,6.1,1
S0534,76.0,7.75,4,5.4,3.6,1.5,7.5,4.8,1,5.3,0
S0535,86.5,5.84,0,9.0,5.6,3.5,8.2,8.5,1,6.3,0
S0536,96.4,7.72,1,0.1,5.9,2.6,8.4,4.4,2,5.2,1
S0537,94.1,5.89,5,5.9,6.1,3.8,6.7,5.2,0,7.5,1
S0538,76.4,8.14,1,3.7,3.1,1.5,5.1,7.3,4,2.8,0
S0539,75.0,6.39,3,4.4,5.3,2.4,5.4,5.9,1,5.2,1
S0540,82.6,7.34,0,4.1,4.0,1.1,7.5,5.4,5,9.9,0
S0541,61.6,4.75,1,2.3,7.9,1.8,6.7,5.3,3,7.2,1
S0542,57.6,5.38,1,6.9,5.6,2.2,8.2,2.5,0,8.5,1
S0543,69.3,8.31,1,4.9,6.5,2.5,5.6,8.5,3,5.3,0
S0544,89.6,7.83,3,3.2,5.0,1.0,6.2,5.8,3,6.2,0
S0545,71.0,5.54,2,3.5,4.5,3.6,6.5,4.2,2,10.0,0
S0546,93.0,8.54,1,1.0,5.8,2.7,5.3,7.4,1,8.1,0
S0547,41.5,5.69,1,4.1,3.2,3.2,5.6,6.5,3,6.1,1
S0548,56.0,7.02,4,3.5,8.7,1.9,5.9,5.8,2,4.4,0
S0549,73.5,6.42,2,6.7,5.8,2.3,7.5,7.4,0,9.6,1
S0550,85.7,5.89,1,5.0,6.9,1.5,3.0,10.0,0,5.3,1
S0551,74.2,8.4,2,5.4,3.2,2.0,5.1,6.6,3,6.6,1
S0552,73.9,9.02,2,3.5,5.0,2.7,7.8,6.1,4,8.2,0
S0553,73.5,7.21,1,5.9,5.4,3.2,3.8,7.7,2,3.6,1
S0554,53.8,8.83,0,3.0,4.6,2.3,5.1,2.4,2,8.7,0
S0555,88.9,6.66,2,7.6,2.2,3.2,10.0,3.5,1,7.0,0
S0556,66.8,7.13,0,5.6,5.9,3.1,6.7,6.8,2,5.1,1
S0557,88.1,7.16,0,3.1,6.5,2.7,7.5,5.8,2,3.6,1
S0558,74.2,5.61,2,6.4,2.5,2.0,6.2,6.7,2,7.5,0
S0559,87.8,7.6,2,2.4,6.1,1.8,6.5,7.6,2,5.5,0
S0560,79.1,7.85,3,2.9,3.7,3.1,4.9,5.6,3,7.4,0
S0561,73.7,6.79,2,3.2,5.4,3.1,2.3,4.6,4,3.3,0
S0562,77.7,4.97,1,8.8,6.9,2.9,3.5,8.6,1,3.5,1
S0563,57.3,7.44,0,5.4,3.4,1.3,6.1,4.5,4,5.3,0
S0564,75.1,5.18,1,3.7,7.4,2.6,6.4,5.1,1,4.7,1
S0565,95.6,6.03,0,3.4,9.9,2.4,7.6,7.0,2,10.0,0
S0566,90.7,7.16,1,4.6,10.0,3.1,7.1,3.5,1,5.7,1
S0567,63.2,6.08,2,4.7,3.0,3.1,7.0,5.5,3,10.0,1
S0568,81.1,7.3,1,2.4,4.6,3.0,3.2,7.8,2,7.1,0
S0569,78.0,6.73,1,7.1,6.4,1.7,9.3,6.8,3,5.3,0
S0570,84.8,5.04,0,7.6,5.8,2.9,6.4,8.1,0,6.1,0
S0571,76.1,7.2,1,5.4,3.5,3.7,5.3,6.4,3,3.8,0
S0572,72.2,7.7,1,7.9,5.3,4.4,7.3,4.0,4,9.0,0
S0573,91.0,8.21,0,4.1,8.2,3.0,4.8,2.7,1,2.4,1
S0574,77.6,6.56,1,6.1,3.3,2.3,7.3,7.4,3,9.5,0
S0575,90.1,6.93,2,3.5,1.6,4.5,6.2,7.5,0,10.0,0
S0576,86.7,5.21,2,4.3,5.4,4.2,9.8,6.2,1,5.5,1
S0577,71.1,9.36,2,8.4,6.2,1.2,9.0,2.5,3,3.8,0
S0578,73.0,8.81,2,1.2,7.5,3.9,7.7,6.9,1,5.6,0
S0579,98.2,6.96,0,1.1,3.0,3.5,3.3,6.1,3,5.5,0
S0580,77.3,6.85,1,4.1,6.4,1.9,6.0,6.9,3,6.4,1
S0581,65.9,3.5,1,6.0,3.6,3.0,6.5,2.2,5,5.3,1
S0582,60.6,8.24,1,3.4,5.9,3.8,7.7,6.3,2,5.0,0
S0583,86.7,7.68,1,8.3,5.1,3.4,4.1,5.5,3,6.5,0
S0584,76.9,7.98,3,5.2,5.8,4.0,2.7,5.5,3,3.9,1
S0585,65.5,6.51,1,7.7,9.1,3.7,4.2,6.7,0,9.0,1
S0586,83.1,6.44,1,8.5,5.2,2.3,6.8,7.4,3,5.5,0
S0587,76.9,5.52,2,1.5,2.6,2.8,4.4,7.3,3,8.5,1
S0588,55.1,7.93,0,6.0,5.0,2.1,9.6,7.7,1,2.5,0
S0589,82.1,8.5,0,5.9,8.0,2.2,2.3,5.5,2,7.0,0
S0590,91.0,8.35,0,3.4,8.7,2.3,5.1,3.7,3,5.0,1
S0591,100.0,7.22,0,2.7,4.8,2.6,8.0,7.6,1,9.1,1
S0592,75.4,6.61,2,8.6,5.4,3.0,7.9,6.4,2,7.7,0
S0593,77.8,5.74,0,6.3,3.9,3.2,6.1,5.6,2,4.9,0
S0594,94.3,6.16,0,4.0,10.0,2.7,6.3,7.1,3,1.6,1
S0595,77.0,7.56,2,6.4,5.6,2.5,4.3,6.2,2,7.2,0
S0596,78.3,6.66,1,7.3,7.3,1.1,6.3,7.3,1,5.0,1
S0597,67.4,8.97,0,7.2,5.6,2.8,7.0,4.1,3,5.2,0
S0598,58.3,8.38,0,5.9,3.7,3.0,10.0,7.8,3,6.1,0
S0599,86.0,6.28,4,7.8,7.5,1.7,3.4,3.1,2,5.2,1
S0600,59.7,5.54,0,3.6,2.5,2.8,6.0,5.4,2,8.3,0
S0601,88.7,6.34,1,5.7,7.8,2.9,4.9,4.4,2,3.9,1
S0602,65.5,8.28,0,4.7,6.7,2.1,8.5,3.7,1,4.6,0
S0603,78.2,6.37,1,7.3,7.4,5.3,3.1,4.9,5,5.9,0
S0604,70.5,7.66,0,3.5,7.5,0.6,4.0,2.7,4,8.0,0
S0605,89.1,6.32,0,6.6,3.8,1.3,9.2,5.8,3,7.6,0
S0606,78.6,7.41,0,6.2,8.5,2.7,6.3,6.8,1,8.9,0
S0607,98.5,7.63,0,5.6,8.3,2.8,6.3,9.2,2,3.5,0
S0608,62.0,8.18,1,7.1,6.2,2.3,8.5,8.4,2,3.7,0
S0609,80.0,8.72,0,3.7,4.0,4.8,2.0,6.6,3,3.9,0
S0610,75.6,8.57,2,3.5,3.0,4.0,7.4,6.3,2,7.2,0
S0611,78.4,6.36,1,6.0,2.4,2.9,7.7,3.1,2,7.1,0
S0612,94.2,6.82,1,3.6,6.2,2.0,5.3,5.6,1,5.3,0
S0613,82.0,5.59,3,2.8,7.5,1.8,7.3,4.6,1,5.3,0
S0614,61.2,6.72,3,10.0,1.0,3.1,8.2,6.4,2,3.5,0
S0615,81.4,7.03,0,2.9,4.5,3.4,4.4,3.7,1,4.8,1
S0616,70.0,6.52,1,4.4,4.2,2.5,6.4,4.7,4,6.2,0
S0617,69.3,6.4,2,3.6,6.5,2.7,4.6,6.8,3,1.8,0
S0618,87.6,8.24,0,5.0,4.0,1.8,7.0,2.8,0,6.1,0
S0619,67.8,8.09,1,2.2,5.1,1.9,7.5,8.6,1,9.0,0
S0620,70.4,7.48,3,4.1,4.9,2.7,7.8,5.7,0,5.2,1
S0621,75.4,5.47,2,8.2,6.3,2.1,4.0,1.0,0,7.2,1
S0622,86.4,7.24,1,4.6,5.9,2.7,5.7,5.2,4,5.5,0
S0623,82.0,6.54,0,2.8,6.4,2.8,4.0,10.0,2,7.0,1
S0624,72.2,8.58,1,4.5,4.9,2.3,5.7,6.1,3,4.6,1
S0625,71.7,4.84,0,2.8,7.4,1.7,3.9,5.0,4,6.0,1
S0626,61.1,6.33,1,5.4,4.6,3.7,4.2,6.1,2,8.2,1
S0627,65.9,6.3,1,5.8,10.0,2.7,4.5,5.6,0,7.2,1
S0628,67.1,6.44,2,7.0,6.4,2.2,5.8,6.0,1,5.2,0
S0629,73.2,8.15,1,5.1,8.7,2.6,8.9,4.3,0,5.8,1
S0630,98.8,4.18,0,3.8,5.1,1.7,3.7,7.9,3,7.4,1
S0631,66.9,6.75,1,7.5,8.7,2.5,3.2,5.6,1,4.3,1
S0632,71.5,8.02,2,4.8,3.1,2.7,7.2,4.4,2,5.0,0
S0633,50.4,8.18,2,6.0,2.6,2.0,4.2,7.4,0,4.9,0
S0634,82.2,6.34,3,6.4,6.7,3.3,5.6,3.2,0,6.2,0
S0635,56.1,6.18,1,5.8,5.4,1.9,4.4,5.1,1,5.8,1
S0636,64.1,7.42,0,7.3,8.5,3.0,4.9,3.5,3,5.4,0
S0637,87.5,7.18,0,1.5,10.0,2.9,8.0,5.4,2,7.4,1
S0638,49.7,7.08,1,7.1,2.8,2.6,5.8,10.0,0,4.8,1
S0639,76.2,3.5,0,8.5,4.6,2.1,3.9,8.0,0,8.1,1
S0640,84.6,5.65,0,1.1,7.0,2.2,6.0,10.0,2,7.8,1
S0641,93.3,5.96,1,8.9,3.3,3.0,4.3,7.3,0,3.8,0
S0642,64.0,7.77,2,4.0,2.5,2.4,3.8,8.3,2,9.4,0
S0643,67.5,5.27,0,8.0,6.6,1.2,7.8,5.3,2,7.7,1
S0644,96.7,5.74,1,3.1,4.2,2.3,6.2,7.8,4,6.3,0
S0645,74.7,6.81,2,6.5,3.7,2.4,5.4,4.4,1,8.3,1
S0646,66.2,5.45,2,1.1,5.4,2.3,6.1,6.0,2,4.4,1
S0647,66.4,7.77,2,6.0,4.0,1.7,2.7,6.0,2,6.1,0
S0648,63.3,6.53,0,6.2,6.3,3.4,8.4,4.1,2,8.8,1
S0649,69.7,9.2,2,7.5,3.5,1.3,5.2,7.6,2,6.8,0
S0650,88.1,6.24,3,3.3,8.6,2.3,6.4,5.8,1,3.8,1
S0651,85.7,6.31,3,3.6,2.8,2.0,7.2,4.2,2,8.3,1
S0652,60.9,7.97,1,4.7,6.7,4.1,7.2,2.3,5,4.5,1
S0653,77.6,6.21,0,5.6,3.9,2.3,4.8,7.6,0,5.4,1
S0654,70.2,8.81,0,4.1,5.9,1.9,5.0,5.1,1,8.6,0
S0655,84.4,7.58,0,2.4,3.7,3.3,8.8,9.8,3,5.5,0
S0656,73.1,6.64,0,4.0,3.4,3.6,8.6,4.5,2,7.9,0
S0657,79.5,6.81,2,5.1,10.0,2.8,6.7,4.2,3,5.6,0
S0658,73.1,10.0,1,1.8,6.5,2.7,2.4,8.1,1,7.9,0
